,clust,ID#,cc1_miles,cc2_miles,cc3_miles,Days_since_enroll,Award?,Balance,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12
42,0,0.010447761194029851,0.0,0.0,0.0,0.943694236797685,1.0,0.296788559126557,0.17353202750482635,0.6842105263157895,1.0,1.0
43,1,0.010696517412935324,0.5,0.0,0.0,0.9424885459368219,1.0,1.0,0.2604368668792434,0.3684210526315789,0.0,0.0
44,1,0.010945273631840797,0.5,0.0,0.0,0.9411622859898722,0.0,0.5966969091188682,0.32091277846467536,0.47368421052631576,0.0,0.0
45,0,0.011194029850746268,0.0,0.0,0.0,0.8297564504461056,1.0,1.0,0.4095355849113902,0.3684210526315789,1.0,1.0
46,1,0.011442786069651741,0.25,0.0,0.0,0.8297564504461056,0.0,0.45436752268183916,0.1945988156439123,0.15789473684210525,0.0,0.0
47,1,0.011691542288557214,0.0,0.0,0.0,0.829153605015674,1.0,0.18169583269260342,0.10238389622784755,0.15789473684210525,0.3858520900321543,0.8
48,2,0.011940298507462687,0.5,0.0,0.0,0.8286713286713286,1.0,0.34599169614024294,0.6017743649812368,0.631578947368421,0.6430868167202572,0.4
49,0,0.01218905472636816,0.0,0.0,0.0,0.8278273450687244,0.0,0.08390465938797478,0.01995618316305503,0.10526315789473684,1.0,1.0
50,0,0.012437810945273632,0.0,0.0,0.0,0.8249336870026526,0.0,0.5321211748423804,0.11050519511507342,0.13157894736842105,1.0,1.0
51,1,0.012686567164179104,0.0,0.0,0.0,0.8278273450687244,0.0,0.006397047516530832,0.006420685017678575,0.02631578947368421,0.0,0.0
52,2,0.012935323383084577,0.75,0.0,0.0,0.8278273450687244,1.0,0.5832680301399354,0.7735537190082644,1.0,0.0,0.0
53,0,0.01318407960199005,0.0,0.0,0.0,0.8303592958765372,1.0,0.5973612178994311,0.0862454176698987,0.21052631578947367,0.8360128617363344,0.8
54,1,0.013432835820895522,0.0,0.0,0.0,0.8269833614661201,0.0,0.18870306012609564,0.0,0.0,0.0,0.0
55,1,0.013681592039800995,0.0,0.0,0.0,0.8263805160356884,0.0,0.07109580193756727,0.028198954469534285,0.15789473684210525,0.0,0.0
56,2,0.013930348258706468,0.75,0.0,0.0,0.8279479141548107,0.0,0.3738385360602799,0.5958916292488232,0.3684210526315789,0.0,0.0
57,0,0.014179104477611941,0.0,0.0,0.0,0.8274656378104654,1.0,0.1786154082731047,0.05379492852649617,0.13157894736842105,0.7717041800643086,1.0
58,1,0.014427860696517412,0.5,0.0,0.0,0.8240897034000483,0.0,0.18736952175918806,0.5904253703824212,0.21052631578947367,0.0,0.0
59,0,0.014676616915422885,0.5,0.0,0.0,0.8274656378104654,1.0,0.46805720436721515,0.4023860653781914,0.6052631578947368,1.0,1.0
60,1,0.014925373134328358,0.5,0.0,0.0,0.8269833614661201,0.0,0.66163678302322,0.2705017244745233,0.3684210526315789,0.0,0.0
61,1,0.01517412935323383,0.0,0.0,0.0,0.8272244996382927,0.0,0.09801260956481624,0.3054337216112449,0.2894736842105263,0.0,0.0
62,1,0.015422885572139304,0.0,0.0,0.0,0.8273450687243791,0.0,0.049798554513301556,0.0,0.0,0.0,0.0
63,1,0.015671641791044775,0.0,0.0,0.0,0.8238485652278755,0.0,1.0,0.4872605800308019,0.21052631578947367,0.0,0.0
64,1,0.015920398009950248,0.0,0.0,0.0,0.8236074270557029,0.0,0.3948946640012302,0.01553111646168196,0.05263157894736842,0.0,0.0
65,0,0.01616915422885572,0.5,0.0,0.0,0.8227634434530986,1.0,0.2653003229278794,0.5859655972755472,1.0,1.0,1.0
66,1,0.016417910447761194,0.0,0.0,0.0,0.8227634434530986,0.0,0.04613255420575119,0.030368104813344614,0.18421052631578946,0.0,0.0
67,2,0.016666666666666666,0.75,0.0,0.0,0.8240897034000483,0.0,0.40959311087190525,0.6123424654562808,0.47368421052631576,0.0,0.0
68,1,0.01691542288557214,0.5,0.0,0.0,0.8227634434530986,1.0,1.0,0.41729246654085594,0.3157894736842105,0.0,0.0
69,2,0.017412935323383085,0.5,0.0,0.0,0.9360983843742464,1.0,0.233526679993849,0.21901477191384136,0.42105263157894735,0.0,0.0
70,0,0.017661691542288558,0.25,0.0,0.0,0.9360983843742464,0.0,0.4153602952483469,0.26786403765644995,0.42105263157894735,1.0,1.0
71,2,0.01791044776119403,0.75,0.0,0.0,0.9386303351820593,0.0,1.0,0.6904318778334526,0.34210526315789475,0.0,0.0
72,1,0.018159203980099504,0.5,0.0,0.0,0.9403183023872679,0.0,1.0,0.21691503438103296,0.34210526315789475,0.06430868167202572,0.4
73,0,0.018407960199004977,0.0,0.0,0.0,0.9386303351820593,0.0,0.06222850991849915,0.010949870935554544,0.10526315789473684,0.8115755627009646,1.0
74,1,0.018656716417910446,0.5,0.0,0.0,0.9352544007716421,0.0,0.6095254497924035,0.43917485520921457,0.4473684210526316,0.0,0.0
75,1,0.019154228855721392,0.5,0.0,0.0,0.9344104171690378,0.0,0.639069967707212,0.2737641265916141,0.5789473684210527,0.0,0.0
76,1,0.019402985074626865,0.0,0.0,0.0,0.9340487099107789,0.0,0.5382377364293403,0.13079108913038762,0.42105263157894735,0.0,0.0
77,2,0.019651741293532338,0.75,0.0,0.0,0.9367012298046781,0.0,0.5469820083038598,0.5706253660441205,0.5,0.0,0.0
78,2,0.01990049751243781,0.75,0.0,0.0,0.9403183023872679,1.0,0.24229063509149623,0.660063773020108,0.47368421052631576,0.0,0.0
79,2,0.020149253731343283,1.0,0.0,0.0,0.9367012298046781,1.0,0.19139966169460249,1.0,0.42105263157894735,0.715112540192926,0.4
80,1,0.020398009950248756,0.0,0.0,0.0,0.9321196045333976,1.0,0.021356297093649085,0.567189431899525,0.13157894736842105,0.0,0.0
81,0,0.02064676616915423,0.0,0.0,0.0,0.8240897034000483,0.0,0.4352108257727203,0.020823843300579164,0.07894736842105263,1.0,1.0
82,1,0.020895522388059702,0.0,0.0,0.0,0.8221605980226669,0.0,0.04160049208057819,0.008641894969740353,0.23684210526315788,0.0,0.0
83,1,0.021144278606965175,0.0,0.0,0.0,0.8236074270557029,0.0,0.30504075042288176,0.028198954469534285,0.15789473684210525,0.0,0.0
84,1,0.021393034825870648,0.0,0.0,0.0,0.8219194598504943,0.0,0.1185569737044441,0.030368104813344614,0.18421052631578946,0.0,0.0
85,0,0.02164179104477612,1.0,0.0,0.0,0.8211960453339764,1.0,0.17428509918499155,1.0,0.47368421052631576,1.0,1.0
86,1,0.021890547263681594,0.0,0.0,0.0,0.822884012539185,1.0,0.19822974011994465,0.13394937203097546,0.13157894736842105,0.0,0.0
87,0,0.022139303482587063,0.5,0.0,0.0,0.8220400289365807,0.0,1.0,0.371740309320839,0.5789473684210527,1.0,1.0
88,0,0.022388059701492536,0.25,0.0,0.0,0.8219194598504943,0.0,0.3078111640781178,0.13313377150170277,0.42105263157894735,0.9003215434083601,0.4
89,1,0.02263681592039801,0.0,0.0,0.0,0.8204726308174584,1.0,0.23832938643702906,0.06073620962668923,0.10526315789473684,0.6430868167202572,0.4
90,0,0.022885572139303482,0.0,0.0,0.0,0.8189052326983361,1.0,0.10091588497616484,0.38610876119823867,0.21052631578947367,1.0,1.0
91,0,0.023134328358208955,0.0,0.0,0.0,0.8207137689896311,0.0,0.009841611563893588,0.03470640550096527,0.10526315789473684,1.0,1.0
92,2,0.023383084577114428,0.75,0.0,0.0,0.8216783216783217,1.0,0.38691803782869444,0.6364981236849526,0.6578947368421053,0.0,0.0
93,0,0.0236318407960199,0.0,0.0,0.0,0.8178201109235592,1.0,0.7064604028909734,0.08676601375241318,0.13157894736842105,1.0,1.0
94,0,0.023880597014925373,1.0,0.0,0.0,0.8169761273209549,1.0,0.9130505920344456,1.0,1.0,1.0,1.0
95,1,0.024129353233830846,0.0,0.0,0.0,0.8163732818905233,0.0,0.08264985391357835,0.049890457907637575,0.42105263157894735,0.0,0.0
96,1,0.02437810945273632,0.0,0.0,0.0,0.815529298287919,0.0,0.28218852837152086,0.09648380729268345,0.6052631578947368,0.0,0.0
97,2,0.024626865671641792,0.75,0.0,0.0,0.8145647455992283,0.0,0.5022272797170537,0.7678271621006052,0.42105263157894735,0.0,0.0
98,1,0.024875621890547265,0.0,0.0,0.0,0.8139619001687968,0.0,0.10985206827618023,0.023860653781913623,0.10526315789473684,0.0,0.0
99,2,0.025124378109452738,0.5,0.0,0.0,0.8160115746322643,1.0,0.31898631400891897,0.3502570443157415,0.34210526315789475,0.0,0.0
100,2,0.025373134328358207,1.0,0.0,0.0,0.8136001929105378,1.0,0.1233941257880978,0.9926552569358582,0.3684210526315789,0.0,0.0
101,1,0.02562189054726368,0.0,0.0,0.0,0.8136001929105378,1.0,0.03962724896201753,0.0,0.0,0.0,0.0
102,1,0.025870646766169153,0.0,0.0,0.0,0.8134796238244514,0.0,0.17281377825618946,0.0,0.0,0.0,0.0
103,0,0.026119402985074626,0.0,0.0,0.0,0.8134796238244514,1.0,0.14106473935106872,0.06700071581961346,0.18421052631578946,1.0,1.0
104,1,0.0263681592039801,0.0,0.0,0.0,0.8129973474801061,0.0,0.16891650007688758,0.0,0.0,0.0,0.0
105,2,0.02661691542288557,1.0,0.0,0.0,0.8148058837714011,1.0,0.018374288789789327,1.0,0.47368421052631576,0.19292604501607716,0.8
106,0,0.026865671641791045,0.0,0.0,0.5,0.8121533638775018,1.0,0.4754827002921728,0.8513307737359276,0.6842105263157895,1.0,1.0
107,1,0.027114427860696518,0.0,0.0,0.0,0.8146853146853147,1.0,0.21404520990312165,0.0,0.0,0.0,0.0
108,2,0.02736318407960199,0.75,0.0,0.0,0.8121533638775018,1.0,0.4166643087805628,0.8040606494436129,0.3684210526315789,0.06430868167202572,0.4
109,0,0.027611940298507463,0.75,0.0,0.0,0.8120327947914154,1.0,0.07429432569583269,0.571215374937637,0.6842105263157895,0.707395498392283,1.0
110,1,0.027860696517412936,0.5,0.0,0.0,0.9298287918977575,0.0,0.8907593418422267,0.31955922865013775,0.39473684210526316,0.0,0.0
111,0,0.02810945273631841,0.0,0.0,0.0,0.9298287918977575,1.0,1.0,0.14836988351662653,0.2894736842105263,1.0,1.0
112,0,0.028358208955223882,1.0,0.0,0.0,0.9293465155534121,0.0,0.6111542365062279,1.0,0.6052631578947368,1.0,1.0
113,1,0.028606965174129355,0.0,0.0,0.0,0.9289848082951532,1.0,0.28002337382746423,0.03496670354222251,0.34210526315789475,0.0,0.0
114,0,0.028855721393034824,0.0,0.0,0.0,0.9281408246925489,1.0,1.0,0.09408906531311685,0.5263157894736842,1.0,0.8
115,2,0.029104477611940297,0.5,0.0,0.0,0.9278996865203761,0.0,0.3297825618945102,0.4036354959762261,0.6578947368421053,0.0,0.0
116,1,0.02935323383084577,0.25,0.0,0.0,0.9268145647455992,0.0,0.7084336460095341,0.12747662740504545,0.2894736842105263,0.0,0.0
117,0,0.029601990049751243,0.0,0.0,0.0,0.9303110682421027,1.0,1.0,0.04338300687620659,0.07894736842105263,1.0,0.8
118,1,0.029850746268656716,0.5,0.0,0.0,0.9259705811429949,1.0,0.6038074734737814,0.4203292770221904,0.39473684210526316,0.0,0.0
119,1,0.03009950248756219,0.0,0.0,0.0,0.9259705811429949,1.0,0.08160172228202368,0.04555215722001692,0.18421052631578946,0.0,0.0
120,1,0.03034825870646766,0.0,0.0,0.0,0.9260911502290813,0.0,0.3815592803321544,0.017353202750482636,0.02631578947368421,0.0,0.0
121,0,0.030597014925373135,1.0,0.0,0.0,0.9242826139377863,1.0,1.0,1.0,1.0,1.0,1.0
122,0,0.030845771144278607,0.75,0.0,0.0,0.923438630335182,1.0,0.4033781331693065,0.6466844536994859,0.47368421052631576,1.0,1.0
123,2,0.03109452736318408,0.5,0.0,0.0,0.9231974921630094,1.0,0.2325474396432416,0.42980412572395393,0.5,0.0,0.0
124,2,0.03134328358208955,0.75,0.0,0.0,0.9225946467325777,0.0,0.3823416884514839,0.7422832476518948,0.34210526315789475,0.0,0.0
125,0,0.03159203980099502,0.75,0.0,0.0,0.9225946467325777,1.0,0.6591616177149008,0.6536951476106809,0.47368421052631576,1.0,1.0
126,0,0.031840796019900496,1.0,0.0,0.0,0.9223535085604051,1.0,1.0,1.0,0.6842105263157895,1.0,1.0
127,0,0.03208955223880597,0.75,0.0,0.0,0.9215095249578008,1.0,1.0,0.9771241404741763,1.0,1.0,1.0
128,1,0.03233830845771144,0.25,0.0,0.0,0.8120327947914154,1.0,0.2378373058588344,0.1756664714431357,0.3684210526315789,0.0,0.0
129,2,0.032587064676616914,0.75,0.0,0.0,0.8114299493609839,1.0,0.6996155620482855,0.65006832823583,0.5789473684210527,0.0,0.0
130,1,0.03283582089552239,0.0,0.0,0.0,0.8111888111888111,1.0,0.08596155620482854,0.0,0.0,0.0,0.0
131,1,0.03308457711442786,0.0,0.0,0.0,0.8111888111888111,1.0,0.09754513301553129,0.019001757011778486,0.07894736842105263,0.43086816720257237,0.4
132,1,0.03333333333333333,0.0,0.0,0.0,0.8131179165661925,1.0,0.7138809780101492,0.1388256220038611,0.10526315789473684,0.0,0.0
133,0,0.033582089552238806,0.0,0.0,0.0,0.8105859657583796,1.0,0.4974983853606028,0.1882822498427366,0.2894736842105263,1.0,1.0
134,1,0.03383084577114428,0.5,0.0,0.0,0.8149264528574873,1.0,0.6197656466246347,0.26298778768356434,0.39473684210526316,0.0,0.0
135,0,0.03407960199004975,0.0,0.0,0.0,0.8103448275862069,1.0,1.0,0.3326956031322531,0.6842105263157895,1.0,1.0
136,2,0.034328358208955224,0.75,0.0,0.0,0.8102242585001206,0.0,0.6362503459941565,0.5049608468362943,0.39473684210526316,0.0,0.0
137,0,0.0345771144278607,0.75,0.0,0.0,0.8097419821557753,1.0,0.5083290788866677,0.9292987136938461,0.5789473684210527,0.9003215434083601,1.0
138,1,0.03482587064676617,0.0,0.0,0.0,0.8095008439836026,1.0,0.7895285252960172,0.14885577319364005,0.6578947368421053,0.0,0.0
139,1,0.03507462686567164,0.0,0.0,0.0,0.8093802748975163,0.0,0.07613470705828079,0.06073620962668923,0.3684210526315789,0.0,0.0
140,1,0.035323383084577116,0.0,0.0,0.0,0.808897998553171,0.0,0.19500169152698754,0.0,0.0,0.0,0.0
141,1,0.03557213930348259,0.0,0.0,0.0,0.8086568603809983,0.0,0.030075964939258803,0.0,0.0,0.0,0.0
142,0,0.03582089552238806,0.0,0.0,0.0,0.8084157222088256,0.0,0.1563290788866677,0.007808941237717186,0.05263157894736842,0.5787781350482315,0.8
143,2,0.036069651741293535,0.75,0.0,0.0,0.8076923076923077,0.0,0.6238942026756882,0.6077265135246523,0.4473684210526316,0.0,0.0
144,1,0.03631840796019901,0.5,0.0,0.0,0.8072100313479624,0.0,0.20444471782254345,0.2925229387648858,0.4473684210526316,0.0,0.0
145,0,0.03656716417910448,0.0,0.0,0.0,0.808536291294912,1.0,0.49522989389512534,0.13188434090366805,0.21052631578947367,1.0,1.0
146,1,0.03681592039800995,0.0,0.0,0.0,0.806727755003617,0.0,0.09205351376287867,0.0017353202750482635,0.02631578947368421,0.0,0.0
147,0,0.037064676616915426,1.0,0.0,0.0,0.8062454786592718,1.0,0.24895832692603415,1.0,0.4473684210526316,1.0,0.8
148,1,0.03731343283582089,0.5,0.0,0.0,0.8119122257053292,0.0,0.41645271413193913,0.354265634151103,0.4473684210526316,0.0,0.0
149,1,0.037562189054726365,0.0,0.0,0.0,0.8062454786592718,0.0,0.12237059818545287,0.0035574065638489406,0.13157894736842105,0.0,0.0
150,0,0.03781094527363184,0.75,0.0,0.0,0.8055220641427538,1.0,0.37937936337075195,0.7358278562287152,0.5789473684210527,1.0,1.0
151,0,0.03805970149253731,1.0,0.0,0.0,0.9209066795273692,1.0,1.0,1.0,0.47368421052631576,1.0,1.0
152,2,0.038308457711442784,1.0,0.0,0.0,0.9209066795273692,0.0,1.0,1.0,0.5263157894736842,0.6430868167202572,0.4
153,1,0.03855721393034826,0.0,0.0,0.0,0.9201832650108512,0.0,0.4304425649700138,0.07949502179996096,0.39473684210526316,0.0,0.0
154,2,0.03880597014925373,0.75,0.0,0.0,0.9198215577525922,1.0,0.2396776872212825,0.6534348495694237,0.3684210526315789,0.0,0.0
155,2,0.0390547263681592,0.75,0.0,0.0,0.9192187123221606,0.0,1.0,0.9123272814038741,0.5526315789473685,0.6430868167202572,0.4
156,1,0.039303482587064675,0.5,0.0,0.0,0.9189775741499879,0.0,1.0,0.345779918006117,0.3157894736842105,0.0,0.0
157,2,0.03955223880597015,0.5,0.0,0.0,0.9183747287195563,1.0,0.21741104105797324,0.2136699854666927,0.3157894736842105,0.0,0.0
158,2,0.03980099502487562,1.0,0.0,0.0,0.917530745116952,1.0,1.0,1.0,0.5526315789473685,0.0,0.0
159,1,0.040049751243781094,0.0,0.0,0.0,0.9176513142030384,0.0,0.23040688912809473,0.10168976811782825,0.3157894736842105,0.0,0.0
160,1,0.04029850746268657,0.5,0.0,0.0,0.9158427779117434,0.0,0.34007688759034294,0.3210342508839288,0.5,0.0,0.0
161,0,0.04054726368159204,1.0,0.0,0.0,0.9158427779117434,1.0,0.593941257880978,0.9600312357649509,0.4473684210526316,1.0,0.4
162,0,0.04079601990049751,0.0,0.0,0.0,0.9158427779117434,1.0,0.7526126403198524,0.32283898396997895,0.15789473684210525,1.0,0.8
163,2,0.041044776119402986,0.75,0.0,0.0,0.9149987943091391,1.0,0.050694141165615866,0.5257673369341229,0.5,0.0,0.0
164,2,0.04129353233830846,0.5,0.0,0.0,0.9201832650108512,1.0,0.3952932492695679,0.26878375740222554,0.47368421052631576,0.0,0.0
165,1,0.04154228855721393,0.0,0.0,0.0,0.9139136725343622,0.0,0.34387574965400586,0.0031235764950868746,0.15789473684210525,0.0,0.0
166,1,0.041791044776119404,0.0,0.0,0.0,0.9141548107065348,0.0,0.4707144394894664,0.09143402529229301,0.47368421052631576,0.0,0.0
167,2,0.04203980099502488,1.0,0.0,0.0,0.9139136725343622,1.0,1.0,1.0,0.39473684210526316,0.0,0.0
168,2,0.04228855721393035,0.75,0.0,0.0,0.9133108271039305,1.0,1.0,0.7742131407127828,0.42105263157894735,0.0,0.0
169,0,0.04253731343283582,0.75,0.0,0.0,0.9130696889317579,1.0,0.10675196063355374,0.7848853604043297,0.5263157894736842,0.9003215434083601,0.8
170,2,0.042786069651741296,1.0,0.0,0.0,0.9124668435013262,1.0,0.3531514685529755,1.0,0.34210526315789475,0.0,0.0
171,1,0.04303482587064677,0.0,0.0,0.0,0.9130696889317579,0.0,0.17626326310933416,0.0,0.0,0.0,0.0
172,0,0.04328358208955224,0.5,0.0,0.0,0.9116228598987219,1.0,1.0,0.4119650332964578,0.15789473684210525,1.0,0.8
173,0,0.043532338308457715,0.0,0.0,0.0,0.9113817217265493,1.0,0.7346024911579271,0.27168174226155617,0.34210526315789475,1.0,1.0
174,2,0.04378109452736319,0.75,0.0,0.0,0.9146370870508802,0.0,0.5951271720744272,0.734057829548166,0.5526315789473685,0.0,0.0
175,0,0.04402985074626865,0.75,0.0,0.0,0.9130696889317579,1.0,1.0,0.7554369753367606,0.5,1.0,1.0
176,1,0.044278606965174126,0.0,0.0,0.0,0.9127079816734989,1.0,0.526334307242811,0.12766751263530074,0.5,0.2572347266881029,0.8
177,1,0.0445273631840796,0.25,0.0,0.0,0.9099348926935134,1.0,0.13820575119175765,0.12785839786555606,0.3157894736842105,0.0,0.0
178,1,0.04477611940298507,0.0,0.0,0.0,0.9093320472630817,1.0,0.2963801322466554,0.008676601375241318,0.02631578947368421,0.0,0.0
179,0,0.045024875621890545,0.0,0.0,0.0,0.9130696889317579,1.0,0.032787328925111485,0.019522353094292965,0.18421052631578946,0.9646302250803859,1.0
180,1,0.04527363184079602,0.0,0.0,0.0,0.9088497709187364,0.0,0.2369121943718284,0.1862866315264311,0.7105263157894737,0.0,0.0
181,0,0.04552238805970149,0.5,0.0,0.0,0.9084880636604774,1.0,0.6289134245732739,0.2964968221947463,0.42105263157894735,1.0,1.0
182,1,0.046019900497512436,0.0,0.0,0.0,0.91234627441524,0.0,0.16213070890358297,0.0008676601375241318,0.02631578947368421,0.06430868167202572,0.4
183,1,0.04626865671641791,0.25,0.0,0.0,0.9080057873161321,1.0,0.043957558050130706,0.15374937636927616,0.3684210526315789,0.0,0.0
184,1,0.04651741293532338,0.5,0.0,0.0,0.9080057873161321,0.0,0.2454743964324158,0.41022971302140954,0.4473684210526316,0.0,0.0
185,1,0.046766169154228855,0.5,0.0,0.0,0.9076440800578731,0.0,0.4428675995694295,0.20292835296414394,0.34210526315789475,0.0,0.0
186,0,0.04701492537313433,0.75,0.0,0.0,0.9068000964552688,1.0,1.0,0.9921346608533438,1.0,1.0,1.0
187,1,0.0472636815920398,0.0,0.0,0.0,0.9065589582830962,0.0,1.0,0.05639790893906857,0.21052631578947367,0.0,0.0
188,2,0.047512437810945274,1.0,0.0,0.0,0.9057149746804919,0.0,1.0,1.0,0.8157894736842105,0.0,0.0
189,1,0.04776119402985075,0.0,0.0,0.0,0.9051121292500602,0.0,0.35514931570044594,0.051261360924925704,0.34210526315789475,0.29839228295819936,0.4
190,0,0.04800995024875622,1.0,0.0,0.0,0.9048709910778876,1.0,0.6077982469629402,1.0,0.8157894736842105,0.6430868167202572,0.8
191,0,0.04825870646766169,0.75,0.0,0.0,0.9130696889317579,1.0,0.7040688912809473,0.770013665647166,1.0,1.0,1.0
192,2,0.048507462686567165,1.0,0.0,0.0,0.9040270074752833,1.0,1.0,1.0,0.631578947368421,0.0,0.0
193,1,0.04875621890547264,0.0,0.0,0.0,0.9037858693031107,0.0,0.25951345532831,0.0,0.0,0.0,0.0
